sr_no,name,unit_no,company,sector,age_yr,gcv_kcal_per_kg,gcv_range,fuel,capacity_mw,ef_t_per_mwh,plf_pct,shr_kcal_per_kwh,efficiency_pct,aux_pct,net_gen_gwh,co2_mt,coal_grade,coal_source,fuel_price_rs_per_gcal,fuel_price_basis,vc_fuel_rs_per_kwh,variable_cost_rs_per_kwh,grid_region,ecr_rs_per_kwh,variable_cost_final,vc_source
131.0,Raigarh TPP(OP Jindal Tps),2.0,JSW Energy,Private,16.4,2891.6,"(2000, 3000)",Coal,250.0,0.98,58.1,2585.2,33.3,10.3,1272.4,1.25,G15,domestic,748.3746022963065,CIL_pithead_FY2022-23+levies+freight,1.934698021856412,2.134698021856412,Unallocated,,2.134698021856412,modelled
244.0,Paras,3.0,MAHAGENCO,State,14.4,3154.0,"(3000, 3500)",Coal,250.0,1.04,58.3,2722.5,31.6,11.1,1277.8,1.33,G14,domestic,745.7260621433101,CIL_pithead_FY2022-23+levies+freight,2.0302392041851616,2.2302392041851617,WR,3.287,3.287,published_ECR
390.0,Surat Lignite,2.0,Gipcl,Private,24.8,2588.2,"(2000, 3000)",Lignite,125.0,1.19,58.4,3118.0,27.6,13.9,640.0,0.76,G16,lignite,500.0,modelled_anchor,1.559,1.759,WR,,1.759,modelled
247.0,Mettur,3.0,TNEB,State,35.4,3035.0,"(3000, 3500)",Coal,210.0,1.04,58.5,2731.4,31.5,8.7,1076.4,1.12,G15,domestic,713.0148270181219,CIL_pithead_FY2022-23+levies+freight,1.9475286985172984,2.147528698517298,SR,4.996,4.996,published_ECR
372.0,Obra-A,9.0,UPRVUNL,State,44.5,3430.0,"(3000, 3500)",Coal,200.0,1.16,58.8,3037.4,28.3,10.9,1031.0,1.19,G13,domestic,709.6588921282798,CIL_pithead_FY2022-23+levies+freight,2.155517918950437,2.3555179189504374,NR,2.58,2.58,published_ECR
123.0,Farakka Stps,6.0,NTPC,Centre,13.4,3917.1,"(3500, 4000)",Coal,500.0,0.98,58.9,2579.5,33.3,6.3,2578.3,2.52,G12,domestic,642.3731842434455,CIL_pithead_FY2022-23+levies+freight,1.6570016287559677,1.857001628755968,Unallocated,3.55,3.55,published_ECR
12.0,Tamnar TPP,1.0,OP Jindal,Private,10.4,2993.3,"(2000, 3000)",Coal,600.0,0.92,59.1,2433.0,35.3,5.3,3108.9,2.86,G15,domestic,722.947917014666,CIL_pithead_FY2022-23+levies+freight,1.7589322820966824,1.9589322820966824,Unallocated,,1.9589322820966824,modelled
384.0,Sanjay Gandhi,1.0,MPGPCL,State,31.4,3723.0,"(3500, 4000)",Coal,210.0,1.18,59.4,3098.9,27.7,9.9,1093.0,1.29,G12,domestic,675.8635508998121,CIL_pithead_FY2022-23+levies+freight,2.094433557883428,2.294433557883428,WR,,2.294433557883428,modelled
213.0,Suratgarh,6.0,RRVUNL,State,14.9,3330.0,"(3000, 3500)",Coal,250.0,1.02,59.5,2672.7,32.2,8.9,1303.8,1.33,G14,domestic,706.3123123123123,CIL_pithead_FY2022-23+levies+freight,1.887760917117117,2.087760917117117,NR,4.22,4.22,published_ECR
287.0,Parli,6.0,MAHAGENCO,State,17.5,3234.0,"(3000, 3500)",Coal,250.0,1.07,59.5,2797.2,30.7,11.5,1303.0,1.39,G14,domestic,727.2789115646259,CIL_pithead_FY2022-23+levies+freight,2.0343445714285715,2.234344571428572,WR,4.533,4.533,published_ECR
158.0,Akaltara TPP /Nariyara TPP,2.0,Ksk Mahanadi Power,Private,10.0,3708.0,"(3500, 4000)",Coal,600.0,0.99,59.6,2603.1,33.0,7.2,3134.0,3.1,G12,domestic,678.5976267529667,CIL_pithead_FY2022-23+levies+freight,1.7664574822006476,1.9664574822006475,Unallocated,3.38,3.38,published_ECR
440.0,Neyveli St Ii,4.0,NLC,Centre,33.4,2556.0,"(2000, 3000)",Lignite,210.0,1.37,59.6,3248.8,26.5,7.1,1096.1,1.5,G16,lignite,500.0,modelled_anchor,1.6244,1.8244,SR,,1.8244,modelled
360.0,Surat Lignite,4.0,Gipcl,Private,14.3,2611.7,"(2000, 3000)",Lignite,125.0,1.14,59.7,3055.0,28.1,13.3,654.0,0.75,G16,lignite,500.0,modelled_anchor,1.5275,1.7275,WR,,1.7275,modelled
242.0,Tuticorin JV,1.0,Ntpl(JV Of NLC & Tangedco),Centre,9.4,3596.7,"(3500, 4000)",Coal,500.0,1.04,59.8,2775.0,31.0,6.8,2618.7,2.72,G13,domestic,676.7675925153613,CIL_pithead_FY2022-23+levies+freight,1.878030069230128,2.078030069230128,SR,,2.078030069230128,modelled
269.0,Farakka Stps,2.0,NTPC,Centre,37.6,3935.3,"(3500, 4000)",Coal,200.0,1.06,60.1,2805.8,30.6,9.8,1052.4,1.11,G12,domestic,639.4023327319392,CIL_pithead_FY2022-23+levies+freight,1.7940350651792751,1.994035065179275,Unallocated,3.55,3.55,published_ECR
359.0,Sanjay Gandhi,4.0,MPGPCL,State,24.7,3723.0,"(3500, 4000)",Coal,210.0,1.14,60.2,3001.2,28.7,9.6,1107.7,1.26,G12,domestic,675.8635508998121,CIL_pithead_FY2022-23+levies+freight,2.0284016889605163,2.2284016889605165,WR,,2.2284016889605165,modelled
75.0,Derang,2.0,JIPL,Private,9.5,3379.7,"(3000, 3500)",Coal,600.0,0.96,60.3,2523.1,34.1,5.6,3170.1,3.04,G14,domestic,695.9256738763796,CIL_pithead_FY2022-23+levies+freight,1.7558900677574931,1.9558900677574933,Unallocated,1.12,1.12,published_ECR
361.0,Kolaghat,4.0,WBPDC,State,30.6,3295.0,"(3000, 3500)",Coal,210.0,1.14,60.3,3009.8,28.6,11.1,1109.0,1.27,G14,domestic,713.814871016692,CIL_pithead_FY2022-23+levies+freight,2.14843999878604,2.34843999878604,ER,2.7841,2.7841,published_ECR
246.0,Mejia,3.0,DVC,Centre,26.4,3430.8,"(3000, 3500)",Coal,210.0,1.04,60.4,2715.6,31.7,11.3,1110.7,1.15,G13,domestic,709.4934126151335,CIL_pithead_FY2022-23+levies+freight,1.9267003112976564,2.126700311297657,ER,3.649,3.649,published_ECR
357.0,Wanakbori,5.0,GSECL,State,37.9,3551.5,"(3500, 4000)",Coal,210.0,1.14,60.4,2979.3,28.9,9.8,1111.0,1.26,G13,domestic,685.3808250035196,CIL_pithead_FY2022-23+levies+freight,2.041955091932986,2.241955091932986,WR,4.232,4.232,published_ECR
449.0,Balco TPP,1.0,Balco India Private Ltd.,Private,9.2,3533.0,"(3500, 4000)",Coal,300.0,1.57,60.5,4162.9,20.7,8.4,1590.4,2.5,G13,domestic,688.969714123974,CIL_pithead_FY2022-23+levies+freight,2.868112022926691,3.0681120229266914,Unallocated,,3.0681120229266914,modelled
132.0,Akaltara TPP /Nariyara TPP,1.0,Ksk Mahanadi Power,Private,11.0,3710.0,"(3500, 4000)",Coal,600.0,0.98,60.6,2579.6,33.3,7.3,3185.0,3.12,G12,domestic,678.2318059299192,CIL_pithead_FY2022-23+levies+freight,1.7495667665768195,1.9495667665768197,Unallocated,3.38,3.38,published_ECR
339.0,Gandhi Nagar,5.0,GSECL,State,26.4,3626.9,"(3500, 4000)",Coal,210.0,1.11,60.6,2846.8,30.2,11.5,1114.0,1.23,G13,domestic,671.1323719981251,CIL_pithead_FY2022-23+levies+freight,1.9105796366042629,2.1105796366042626,WR,4.293,4.293,published_ECR
313.0,Chhabra Tps,2.0,RRVUNL,State,14.3,3670.2,"(3500, 4000)",Coal,250.0,1.09,60.7,2862.2,30.0,10.5,1329.2,1.45,G13,domestic,663.2145387172361,CIL_pithead_FY2022-23+levies+freight,1.898252652716473,2.098252652716473,NR,3.05,3.05,published_ECR
202.0,Kahalgaon,3.0,NTPC,Centre,29.4,3526.0,"(3500, 4000)",Coal,210.0,1.01,60.8,2679.5,32.1,9.7,1118.2,1.13,G13,domestic,690.3374929098128,CIL_pithead_FY2022-23+levies+freight,1.8497593122518432,2.0497593122518434,Unallocated,3.614,3.614,published_ECR
358.0,Sanjay Gandhi,3.0,MPGPCL,State,25.4,3723.0,"(3500, 4000)",Coal,210.0,1.14,60.8,2995.2,28.7,9.3,1118.0,1.27,G12,domestic,675.8635508998121,CIL_pithead_FY2022-23+levies+freight,2.024346507655117,2.224346507655117,WR,,2.224346507655117,modelled
373.0,Kolaghat,3.0,WBPDC,State,40.0,3303.0,"(3000, 3500)",Coal,210.0,1.16,61.0,3055.7,28.1,11.0,1122.0,1.3,G14,domestic,712.0859824402058,CIL_pithead_FY2022-23+levies+freight,2.1759211365425366,2.375921136542537,ER,2.7841,2.7841,published_ECR
302.0,Unchahar,3.0,NTPC,Centre,25.5,3732.0,"(3500, 4000)",Coal,210.0,1.08,61.1,2827.0,30.4,10.0,1123.2,1.21,G12,domestic,674.2336548767419,CIL_pithead_FY2022-23+levies+freight,1.9060585423365493,2.106058542336549,Unallocated,4.357,4.357,published_ECR
362.0,Bhusawal,5.0,MAHAGENCO,State,10.6,3531.2,"(3500, 4000)",Coal,500.0,1.14,61.1,3027.3,28.4,6.4,2677.0,3.06,G13,domestic,689.3209107385592,CIL_pithead_FY2022-23+levies+freight,2.08678119307884,2.2867811930788404,WR,3.542,3.542,published_ECR
206.0,Dadri (NcTPP),1.0,NTPC,Centre,32.6,3782.4,"(3500, 4000)",Coal,210.0,1.02,61.2,2699.6,31.9,8.1,1125.4,1.14,G12,domestic,665.2495769881558,CIL_pithead_FY2022-23+levies+freight,1.7959077580372254,1.9959077580372253,Unallocated,4.386,4.386,published_ECR
443.0,Neyveli St Ii,7.0,NLC,Centre,31.1,2556.0,"(2000, 3000)",Lignite,210.0,1.45,61.6,3436.5,25.0,10.7,1133.5,1.64,G16,lignite,500.0,modelled_anchor,1.71825,1.91825,SR,,1.91825,modelled
336.0,Wanakbori,7.0,GSECL,State,25.6,3650.0,"(3500, 4000)",Coal,210.0,1.1,61.8,2880.5,29.9,10.5,1136.0,1.25,G13,domestic,666.8849315068493,CIL_pithead_FY2022-23+levies+freight,1.9209620452054792,2.12096204520548,WR,4.232,4.232,published_ECR
86.0,Amaravati TPP,3.0,India Bulls,Private,9.5,3655.4,"(3500, 4000)",Coal,270.0,0.96,61.9,2535.9,33.9,7.7,1465.0,1.41,G13,domestic,665.89976473163,CIL_pithead_FY2022-23+levies+freight,1.6886552133829404,1.8886552133829404,Unallocated,2.452,2.452,published_ECR
91.0,Rosa TPP,4.0,Rosa Power Company,Private,12.4,3835.0,"(3500, 4000)",Coal,300.0,0.96,62.1,2542.0,33.8,7.0,1632.7,1.57,G12,domestic,656.1251629726207,CIL_pithead_FY2022-23+levies+freight,1.667870164276402,1.867870164276402,NR,3.14,3.14,published_ECR
352.0,Kolaghat,6.0,WBPDC,State,31.6,3313.0,"(3000, 3500)",Coal,210.0,1.13,62.1,2979.7,28.9,11.1,1143.0,1.29,G14,domestic,709.9366133413824,CIL_pithead_FY2022-23+levies+freight,2.115398126773317,2.3153981267733177,ER,2.7841,2.7841,published_ECR
378.0,Surat Lignite,3.0,Gipcl,Private,14.3,2585.1,"(2000, 3000)",Lignite,125.0,1.17,62.1,3064.1,28.1,13.3,680.0,0.8,G16,lignite,500.0,modelled_anchor,1.53205,1.73205,WR,,1.73205,modelled
85.0,Simhadri,2.0,NTPC,Centre,22.0,3192.1,"(3000, 3500)",Coal,500.0,0.96,62.2,2554.6,33.7,5.8,2723.8,2.62,G14,domestic,736.8252874283387,CIL_pithead_FY2022-23+levies+freight,1.882293879264434,2.082293879264434,Unallocated,4.451,4.451,published_ECR
207.0,Kahalgaon,2.0,NTPC,Centre,30.4,3469.6,"(3000, 3500)",Coal,210.0,1.02,62.2,2690.6,32.0,10.2,1143.5,1.16,G13,domestic,701.5592575513027,CIL_pithead_FY2022-23+levies+freight,1.8876153383675351,2.087615338367536,Unallocated,3.614,3.614,published_ECR
208.0,Paricha,5.0,UPRVUNL,State,12.2,3401.0,"(3000, 3500)",Coal,250.0,1.02,62.2,2677.4,32.1,9.0,1363.0,1.39,G13,domestic,715.7100852690385,CIL_pithead_FY2022-23+levies+freight,1.916242182299324,2.116242182299324,NR,3.657,3.657,published_ECR
395.0,Jallippa Kapurdi TPP,3.0,Raj West Power Ltd (JSW),Private,12.8,3128.8,"(3000, 3500)",Lignite,135.0,1.2,62.2,2851.5,30.2,10.2,736.0,0.88,G14,lignite,500.0,modelled_anchor,1.42575,1.62575,WR,,1.62575,modelled
46.0,Tamnar TPP,2.0,OP Jindal,Private,10.4,2975.2,"(2000, 3000)",Coal,600.0,0.94,62.4,2497.7,34.4,5.3,3277.3,3.1,G15,domestic,727.346060769024,CIL_pithead_FY2022-23+levies+freight,1.8166922559827912,2.016692255982792,Unallocated,,2.016692255982792,modelled
267.0,Vijaywada (Dr. N.TATA Rao Tps),5.0,APGENCO,State,30.4,2946.0,"(2000, 3000)",Coal,210.0,1.05,62.4,2771.5,31.0,9.6,1148.0,1.21,G15,domestic,734.5553292600135,CIL_pithead_FY2022-23+levies+freight,2.0358200950441274,2.235820095044128,SR,3.99,3.99,published_ECR
71.0,R_Gundem Stps,5.0,NTPC,Centre,35.4,3507.3,"(3500, 4000)",Coal,500.0,0.95,62.5,2530.1,34.0,7.0,2735.4,2.61,G13,domestic,694.0181906309697,CIL_pithead_FY2022-23+levies+freight,1.7559354241154164,1.9559354241154163,Unallocated,4.085,4.085,published_ECR
281.0,Tenughat,1.0,Tvnl,State,30.3,3469.0,"(3000, 3500)",Coal,210.0,1.06,62.5,2793.1,30.8,10.4,1149.7,1.22,G13,domestic,701.6805995964255,CIL_pithead_FY2022-23+levies+freight,1.959864082732776,2.159864082732776,ER,,2.159864082732776,modelled
7.0,Trombay_Coal,2.0,TATA Power,Private,14.9,4420.0,"(4000, 4500)",Coal,250.0,0.9,62.6,2524.5,34.1,7.1,1372.0,1.24,G10,domestic,606.4389140271493,CIL_pithead_FY2022-23+levies+freight,1.5309550384615382,1.7309550384615382,Unallocated,,1.7309550384615382,modelled
18.0,Tamnar TPP,4.0,OP Jindal,Private,9.4,2935.5,"(2000, 3000)",Coal,600.0,0.93,62.9,2443.9,35.2,5.3,3305.2,3.06,G15,domestic,737.1827627320729,CIL_pithead_FY2022-23+levies+freight,1.801600953840913,2.001600953840913,Unallocated,,2.001600953840913,modelled
65.0,Simhadri,4.0,NTPC,Centre,12.4,3056.2,"(3000, 3500)",Coal,500.0,0.95,62.9,2518.8,34.1,6.0,2755.6,2.62,G15,domestic,708.0688436620641,CIL_pithead_FY2022-23+levies+freight,1.7834838034160072,1.9834838034160072,Unallocated,4.451,4.451,published_ECR
171.0,Mahadev Prasad STPP,2.0,Adahunik Power,Private,11.4,3482.0,"(3000, 3500)",Coal,270.0,1.0,62.9,2626.2,32.7,8.5,1488.3,1.48,G13,domestic,699.0608845491097,CIL_pithead_FY2022-23+levies+freight,1.835873695002872,2.035873695002872,Unallocated,,2.035873695002872,modelled
259.0,Mettur,4.0,TNEB,State,34.5,3031.0,"(3000, 3500)",Coal,210.0,1.05,62.9,2754.7,31.2,9.1,1157.8,1.22,G15,domestic,713.9557901682613,CIL_pithead_FY2022-23+levies+freight,1.9667340151765091,2.1667340151765093,SR,4.996,4.996,published_ECR
55.0,Mouda Stps,1.0,NTPC,Centre,12.3,3372.0,"(3000, 3500)",Coal,500.0,0.95,63.0,2515.8,34.2,6.2,2760.1,2.62,G14,domestic,697.514827995255,CIL_pithead_FY2022-23+levies+freight,1.754807804270463,1.9548078042704624,Unallocated,4.151,4.151,published_ECR
335.0,I.B.Valley,2.0,OPGC,State,28.8,2901.0,"(2000, 3000)",Coal,210.0,1.1,63.0,2904.4,29.6,12.1,1159.8,1.28,G15,domestic,745.949672526715,CIL_pithead_FY2022-23+levies+freight,2.166536228886591,2.366536228886591,ER,1.611,1.611,published_ECR
419.0,Barsingar Ligniteite,1.0,NLC,Centre,14.1,2912.0,"(2000, 3000)",Lignite,125.0,1.22,63.2,2895.2,29.7,12.6,692.0,0.84,G15,lignite,500.0,modelled_anchor,1.4476,1.6476,SR,0.848,0.848,published_ECR
430.0,K_Kheda Ii,3.0,MAHAGENCO,State,24.2,3434.2,"(3000, 3500)",Coal,210.0,1.29,63.2,3407.6,25.2,10.6,1162.0,1.5,G13,domestic,708.7909847999534,CIL_pithead_FY2022-23+levies+freight,2.4152761598043213,2.615276159804321,WR,3.231,3.231,published_ECR
333.0,Rayal Seema,1.0,APGENCO,State,30.3,3240.0,"(3000, 3500)",Coal,210.0,1.1,63.3,2901.8,29.6,11.6,1165.2,1.29,G14,domestic,725.9320987654321,CIL_pithead_FY2022-23+levies+freight,2.106509764197531,2.306509764197531,SR,4.33,4.33,published_ECR
40.0,Amaravati TPP,5.0,India Bulls,Private,9.4,3654.7,"(3500, 4000)",Coal,270.0,0.94,63.4,2483.9,34.6,7.7,1499.1,1.41,G13,domestic,666.027307302925,CIL_pithead_FY2022-23+levies+freight,1.654345228609735,1.8543452286097355,Unallocated,2.452,2.452,published_ECR
318.0,Tenughat,2.0,Tvnl,State,27.8,3469.0,"(3000, 3500)",Coal,210.0,1.09,63.4,2876.8,29.9,10.4,1165.7,1.27,G13,domestic,701.6805995964255,CIL_pithead_FY2022-23+levies+freight,2.0185947489189973,2.218594748918997,ER,,2.218594748918997,modelled
408.0,Koradi,6.0,MAHAGENCO,State,42.4,3227.0,"(3000, 3500)",Coal,210.0,1.22,63.4,3160.6,27.2,11.5,1167.0,1.42,G14,domestic,728.856523086458,CIL_pithead_FY2022-23+levies+freight,2.303623926867059,2.5036239268670597,WR,3.175,3.175,published_ECR
126.0,Rajiv Gandhi Tps Hisar,1.0,HPGCL,State,14.4,3302.3,"(3000, 3500)",Coal,600.0,0.98,63.7,2593.1,33.2,6.0,3347.7,3.27,G14,domestic,712.2369257790025,CIL_pithead_FY2022-23+levies+freight,1.8469015722375317,2.046901572237531,NR,3.639,3.639,published_ECR
255.0,Paricha,3.0,UPRVUNL,State,18.4,3401.0,"(3000, 3500)",Coal,210.0,1.05,63.8,2757.3,31.2,11.2,1173.0,1.23,G13,domestic,715.7100852690385,CIL_pithead_FY2022-23+levies+freight,1.97342741811232,2.17342741811232,NR,3.657,3.657,published_ECR
293.0,"India Power TPP (Haldia, Hiranmaye)",1.0,Hiranmaye Energy Ltd,Private,7.2,3212.0,"(3000, 3500)",Coal,150.0,1.07,63.9,2822.2,30.5,9.4,839.5,0.9,G14,domestic,732.2602739726027,CIL_pithead_FY2022-23+levies+freight,2.066584945205479,2.266584945205479,Unallocated,,2.266584945205479,modelled
276.0,Wardha Warora (Sai Wardha Power),4.0,Sai Wardha Power Ltd.,Private,13.3,3710.2,"(3500, 4000)",Coal,135.0,1.06,64.0,2787.8,30.8,10.1,757.2,0.8,G12,domestic,678.1952455393242,CIL_pithead_FY2022-23+levies+freight,1.890672705514528,2.090672705514528,WR,,2.090672705514528,modelled
2.0,Torangallu Imp,2.0,JSW Energy,Private,25.2,5516.7,"(5000, 6000)",Coal,130.0,0.82,64.2,2281.1,37.7,8.4,730.8,0.6,G6,imported,1700.0,modelled_anchor,3.87787,4.07787,Unallocated,,4.07787,modelled
225.0,Shri Singaji Malwa TPP,2.0,Mppgcl,State,9.6,3331.0,"(3000, 3500)",Coal,600.0,1.03,64.2,2708.2,31.7,6.0,3375.0,3.47,G14,domestic,706.1002701891324,CIL_pithead_FY2022-23+levies+freight,1.912260751726208,2.1122607517262084,WR,,2.1122607517262084,modelled
349.0,Ghtp (Leh.Moh.),4.0,PSEB,State,16.0,4264.4,"(4000, 4500)",Coal,250.0,1.13,64.2,2978.4,28.9,7.7,1406.0,1.59,G11,domestic,609.3119782384393,CIL_pithead_FY2022-23+levies+freight,1.814774795985368,2.014774795985368,NR,3.6824,3.6824,published_ECR
87.0,Kahalgaon,5.0,NTPC,Centre,17.4,3494.8,"(3000, 3500)",Coal,500.0,0.96,64.3,2543.2,33.8,6.6,2815.1,2.71,G13,domestic,696.5005150509328,CIL_pithead_FY2022-23+levies+freight,1.771340109877532,1.971340109877532,Unallocated,3.614,3.614,published_ECR
438.0,Chakabura TPP,2.0,Acb India Ltd,Private,10.4,2095.0,"(2000, 3000)",Coal,30.0,1.36,64.3,3580.5,24.0,13.5,168.8,0.23,ungraded(<2200),domestic,951.708830548926,CIL_pithead_FY2022-23+levies+freight,3.40759346778043,3.6075934677804296,Unallocated,,3.6075934677804296,modelled
20.0,R_Gundem Stps,7.0,NTPC,Centre,19.9,3494.4,"(3000, 3500)",Coal,500.0,0.93,64.4,2451.0,35.1,6.7,2822.3,2.62,G13,domestic,696.5802426739926,CIL_pithead_FY2022-23+levies+freight,1.707318174793956,1.907318174793956,Unallocated,4.085,4.085,published_ECR
52.0,Baradarha TPP,2.0,Db Power Ltd,Private,9.4,3334.6,"(3000, 3500)",Coal,600.0,0.95,64.5,2496.8,34.4,5.4,3391.0,3.21,G14,domestic,705.3379715708031,CIL_pithead_FY2022-23+levies+freight,1.7610878474179814,1.9610878474179811,Unallocated,,1.9610878474179811,modelled
81.0,Vallur NTPC/Ntecl,1.0,NTPC/Ntecl,Centre,12.4,3159.6,"(3000, 3500)",Coal,500.0,0.96,64.7,2530.3,34.0,4.9,2833.0,2.72,G14,domestic,744.4043549816432,CIL_pithead_FY2022-23+levies+freight,1.883566339410052,2.083566339410052,Unallocated,3.478,3.478,published_ECR
80.0,Vallur NTPC/Ntecl,3.0,NTPC/Ntecl,Centre,9.4,3159.6,"(3000, 3500)",Coal,500.0,0.96,64.8,2530.3,34.0,4.9,2840.1,2.73,G14,domestic,744.4043549816432,CIL_pithead_FY2022-23+levies+freight,1.883566339410052,2.083566339410052,Unallocated,3.478,3.478,published_ECR
161.0,Akaltara TPP /Nariyara TPP,3.0,Ksk Mahanadi Power,Private,6.5,3695.0,"(3500, 4000)",Coal,600.0,0.99,65.0,2605.7,33.0,10.5,3417.0,3.38,G13,domestic,658.7631935047361,CIL_pithead_FY2022-23+levies+freight,1.716539253315291,1.916539253315291,Unallocated,3.38,3.38,published_ECR
177.0,Anuppur TPP,1.0,Mb Power (Mp),Private,9.3,3418.0,"(3000, 3500)",Coal,600.0,1.0,65.0,2631.2,32.7,6.1,3417.3,3.41,G13,domestic,712.1503803393798,CIL_pithead_FY2022-23+levies+freight,1.873810080748976,2.073810080748976,Unallocated,2.87,2.87,published_ECR
356.0,Wanakbori,6.0,GSECL,State,36.7,3626.2,"(3500, 4000)",Coal,210.0,1.14,65.0,2978.6,28.9,10.9,1195.0,1.36,G13,domestic,671.261927086206,CIL_pithead_FY2022-23+levies+freight,1.9994207760189733,2.199420776018973,WR,4.232,4.232,published_ECR
172.0,Nabi Nagar TPP (Brbcl),2.0,NTPC JV,Centre,7.3,3435.0,"(3000, 3500)",Coal,250.0,1.0,65.2,2626.3,32.7,7.7,1427.2,1.42,G13,domestic,708.6259097525473,CIL_pithead_FY2022-23+levies+freight,1.861064226783115,2.061064226783115,Unallocated,2.75,2.75,published_ECR
173.0,Nabi Nagar TPP (Brbcl),3.0,NTPC JV,Centre,5.4,3435.0,"(3000, 3500)",Coal,250.0,1.0,65.2,2626.3,32.7,7.7,1427.0,1.42,G13,domestic,708.6259097525473,CIL_pithead_FY2022-23+levies+freight,1.861064226783115,2.061064226783115,Unallocated,2.75,2.75,published_ECR
196.0,Kahalgaon,4.0,NTPC,Centre,28.4,3512.3,"(3500, 4000)",Coal,210.0,1.01,65.2,2662.1,32.3,9.2,1199.5,1.21,G13,domestic,693.0302081257296,CIL_pithead_FY2022-23+levies+freight,1.8449157170515047,2.044915717051505,Unallocated,3.614,3.614,published_ECR
104.0,Rosa TPP,3.0,Rosa Power Company,Private,12.6,3835.0,"(3500, 4000)",Coal,300.0,0.97,65.3,2552.3,33.7,7.0,1716.8,1.66,G12,domestic,656.1251629726207,CIL_pithead_FY2022-23+levies+freight,1.67462825345502,1.87462825345502,NR,3.14,3.14,published_ECR
251.0,Mejia,6.0,DVC,Centre,16.8,3552.1,"(3500, 4000)",Coal,250.0,1.04,65.3,2747.0,31.3,10.6,1429.8,1.49,G13,domestic,685.2650544748177,CIL_pithead_FY2022-23+levies+freight,1.882423104642324,2.082423104642324,ER,3.649,3.649,published_ECR
323.0,Vijaywada (Dr. N.TATA Rao Tps),2.0,APGENCO,State,43.8,2829.0,"(2000, 3000)",Coal,210.0,1.1,65.3,2880.8,29.8,10.0,1202.0,1.32,G15,domestic,764.9346058677978,CIL_pithead_FY2022-23+levies+freight,2.203623612583952,2.403623612583952,SR,3.99,3.99,published_ECR
147.0,Raigarh TPP(OP Jindal Tps),1.0,JSW Energy,Private,16.7,2888.2,"(2000, 3000)",Coal,250.0,0.98,65.4,2600.3,33.1,10.3,1433.3,1.41,G15,domestic,749.2555917180251,CIL_pithead_FY2022-23+levies+freight,1.9482893151443808,2.148289315144381,Unallocated,,2.148289315144381,modelled
210.0,Dadri (NcTPP),2.0,NTPC,Centre,31.6,3783.4,"(3500, 4000)",Coal,210.0,1.02,65.4,2707.2,31.8,8.8,1203.4,1.23,G12,domestic,665.0737431939526,CIL_pithead_FY2022-23+levies+freight,1.8004876375746686,2.0004876375746687,Unallocated,4.386,4.386,published_ECR
331.0,Panipat,6.0,HPGCL,State,23.3,3775.7,"(3500, 4000)",Coal,210.0,1.1,65.5,2914.0,29.5,9.6,1204.7,1.33,G12,domestic,666.4300659480363,CIL_pithead_FY2022-23+levies+freight,1.9419772121725776,2.141977212172577,NR,3.723,3.723,published_ECR
284.0,"India Power TPP (Haldia, Hiranmaye )",2.0,Hiranmaye Energy Ltd,Private,6.6,3287.0,"(3000, 3500)",Coal,150.0,1.07,65.7,2812.8,30.6,9.4,862.8,0.92,G14,domestic,715.5521752357773,CIL_pithead_FY2022-23+levies+freight,2.0127051585031945,2.2127051585031947,Unallocated,,2.2127051585031947,modelled
423.0,Korba-West,2.0,CSEB,State,40.4,3640.0,"(3500, 4000)",Coal,210.0,1.24,65.7,3263.7,26.3,10.5,1209.0,1.5,G13,domestic,668.717032967033,CIL_pithead_FY2022-23+levies+freight,2.1824917804945057,2.382491780494506,WR,1.508,1.508,published_ECR
69.0,Rosa TPP Ph - 1,1.0,Rosa Power Company,Private,14.5,3835.0,"(3500, 4000)",Coal,300.0,0.95,65.8,2510.3,34.3,8.3,1728.6,1.65,G12,domestic,656.1251629726207,CIL_pithead_FY2022-23+levies+freight,1.64707099661017,1.84707099661017,NR,3.14,3.14,published_ECR
185.0,Bongaigaon TPP,1.0,NTPC,Centre,9.1,4053.6,"(4000, 4500)",Coal,250.0,1.0,65.9,2633.0,32.7,8.6,1444.0,1.44,G11,domestic,640.9981251233472,CIL_pithead_FY2022-23+levies+freight,1.6877480634497732,1.8877480634497728,Unallocated,,1.8877480634497728,modelled
211.0,Dadri (NcTPP),3.0,NTPC,Centre,32.1,3787.4,"(3500, 4000)",Coal,210.0,1.02,65.9,2707.8,31.8,8.0,1212.9,1.24,G12,domestic,664.3713365369384,CIL_pithead_FY2022-23+levies+freight,1.798984705074722,1.9989847050747216,Unallocated,4.386,4.386,published_ECR
317.0,Rayal Seema,5.0,APGENCO,State,13.6,3234.0,"(3000, 3500)",Coal,210.0,1.09,66.2,2876.4,29.9,10.6,1218.5,1.33,G14,domestic,727.2789115646259,CIL_pithead_FY2022-23+levies+freight,2.09194506122449,2.29194506122449,SR,4.33,4.33,published_ECR
243.0,Tuticorin JV,2.0,Ntpl(JV Of NLC & Tangedco),Centre,9.1,3596.7,"(3500, 4000)",Coal,500.0,1.04,66.3,2775.0,31.0,6.8,2905.3,3.02,G13,domestic,676.7675925153613,CIL_pithead_FY2022-23+levies+freight,1.878030069230128,2.078030069230128,SR,,2.078030069230128,modelled
