sr_no,name,unit_no,company,sector,age_yr,gcv_kcal_per_kg,gcv_range,fuel,capacity_mw,ef_t_per_mwh,plf_pct,shr_kcal_per_kwh,efficiency_pct,aux_pct,net_gen_gwh,co2_mt,coal_grade,coal_source,fuel_price_rs_per_gcal,fuel_price_basis,vc_fuel_rs_per_kwh,variable_cost_rs_per_kwh,grid_region,ecr_rs_per_kwh,variable_cost_final,vc_source
205.0,Vindh_Chal Stps,1.0,NTPC,Centre,36.8,3714.1,"(3500, 4000)",Coal,210.0,1.02,75.5,2674.7,32.1,9.4,1389.6,1.41,G12,domestic,677.4831049244772,CIL_pithead_FY2022-23+levies+freight,1.812064060741499,2.012064060741499,Unallocated,1.633,1.633,published_ECR
157.0,Barauni (Ext),9.0,BSEB,State,6.4,3490.5,"(3000, 3500)",Coal,250.0,0.99,75.6,2601.2,33.1,9.4,1655.8,1.64,G13,domestic,697.3585446211144,CIL_pithead_FY2022-23+levies+freight,1.8139690462684428,2.0139690462684428,ER,2.685,2.685,published_ECR
103.0,Yamunanagar TPP,1.0,HPGCL,State,16.7,3383.3,"(3000, 3500)",Coal,300.0,0.97,75.8,2551.2,33.7,8.5,1991.5,1.93,G14,domestic,695.1851742381698,CIL_pithead_FY2022-23+levies+freight,1.7735564165164186,1.9735564165164183,NR,3.574,3.574,published_ECR
179.0,Singrauli Stps,2.0,NTPC,Centre,41.7,3757.9,"(3500, 4000)",Coal,200.0,1.0,75.8,2623.3,32.8,8.9,1327.2,1.32,G12,domestic,669.5867372734773,CIL_pithead_FY2022-23+levies+freight,1.756526887889513,1.956526887889513,Unallocated,1.67,1.67,published_ECR
204.0,Koderma,2.0,DVC,Centre,11.5,4004.7,"(4000, 4500)",Coal,500.0,1.02,75.8,2695.4,31.9,5.4,3321.8,3.37,G11,domestic,648.825130471696,CIL_pithead_FY2022-23+levies+freight,1.7488432566734091,1.9488432566734093,ER,3.54,3.54,published_ECR
188.0,Bongaigaon TPP,2.0,NTPC,Centre,7.4,4064.5,"(4000, 4500)",Coal,250.0,1.0,75.9,2639.9,32.6,8.6,1662.2,1.66,G11,domestic,639.2791241235085,CIL_pithead_FY2022-23+levies+freight,1.68763295977365,1.88763295977365,Unallocated,,1.88763295977365,modelled
112.0,Amaravati TPP,1.0,India Bulls,Private,11.4,3652.0,"(3500, 4000)",Coal,270.0,0.97,76.0,2561.6,33.6,7.7,1796.8,1.75,G13,domestic,666.5197152245345,CIL_pithead_FY2022-23+levies+freight,1.7073569025191675,1.9073569025191677,Unallocated,2.452,2.452,published_ECR
386.0,Neyveli New TPP,2.0,NLC,Centre,3.5,2640.0,"(2000, 3000)",Lignite,500.0,1.18,76.0,2800.5,30.7,6.1,3330.5,3.93,G16,lignite,500.0,modelled_anchor,1.40025,1.60025,SR,2.115,2.115,published_ECR
209.0,Anpara,1.0,UPRVUNL,State,37.6,3216.0,"(3000, 3500)",Coal,210.0,1.02,76.1,2681.2,32.1,9.9,1399.6,1.42,G14,domestic,731.3495024875622,CIL_pithead_FY2022-23+levies+freight,1.960894286069652,2.160894286069652,NR,1.941,1.941,published_ECR
50.0,Sipat Stps,1.0,NTPC,Centre,17.2,3454.5,"(3000, 3500)",Coal,500.0,0.95,76.3,2502.7,34.4,5.9,3344.1,3.17,G13,domestic,704.625850340136,CIL_pithead_FY2022-23+levies+freight,1.7634671156462582,1.9634671156462584,Unallocated,1.568,1.568,published_ECR
142.0,Mejia Tps Ext,2.0,DVC,Centre,13.4,3603.2,"(3500, 4000)",Coal,500.0,0.98,76.3,2598.5,33.1,5.6,3341.0,3.28,G13,domestic,675.5467362344583,CIL_pithead_FY2022-23+levies+freight,1.7554081941052395,1.95540819410524,ER,3.649,3.649,published_ECR
190.0,Muzaffarpur Exp,4.0,JV NTPC & BSEB,Centre,7.4,3614.1,"(3500, 4000)",Coal,195.0,1.0,76.3,2637.1,32.6,9.2,1303.6,1.31,G13,domestic,673.5093107550981,CIL_pithead_FY2022-23+levies+freight,1.7761114033922694,1.976111403392269,ER,2.92,2.92,published_ECR
350.0,Korba-West,3.0,CSEB,State,39.4,3640.0,"(3500, 4000)",Coal,210.0,1.13,76.3,2978.4,28.9,9.4,1403.0,1.59,G13,domestic,668.717032967033,CIL_pithead_FY2022-23+levies+freight,1.991706810989011,2.191706810989011,WR,1.508,1.508,published_ECR
144.0,Bakreswar,5.0,WBPDC,State,15.2,4253.0,"(4000, 4500)",Coal,210.0,0.98,76.5,2585.6,33.3,8.5,1408.0,1.38,G11,domestic,610.9452151422527,CIL_pithead_FY2022-23+levies+freight,1.5796599482718086,1.7796599482718083,ER,1.829,1.829,published_ECR
363.0,Bandel,5.0,WBPDC,State,41.8,3579.0,"(3500, 4000)",Coal,210.0,1.14,76.5,3009.2,28.6,9.5,1407.0,1.61,G13,domestic,680.1145571388656,CIL_pithead_FY2022-23+levies+freight,2.0466007253422744,2.2466007253422746,ER,2.1709,2.1709,published_ECR
305.0,Panipat,7.0,HPGCL,State,19.9,3712.7,"(3500, 4000)",Coal,250.0,1.08,76.6,2856.0,30.1,9.2,1678.5,1.81,G12,domestic,677.7385730061682,CIL_pithead_FY2022-23+levies+freight,1.935621364505616,2.1356213645056163,NR,3.723,3.723,published_ECR
230.0,Mejia,5.0,DVC,Centre,17.4,3552.1,"(3500, 4000)",Coal,250.0,1.03,76.7,2721.2,31.6,9.8,1678.7,1.73,G13,domestic,685.2650544748177,CIL_pithead_FY2022-23+levies+freight,1.864743266236874,2.064743266236874,ER,3.649,3.649,published_ECR
261.0,Jojbera,2.0,TATA Power,Private,23.8,3820.0,"(3500, 4000)",Coal,120.0,1.05,76.7,2770.9,31.0,8.5,806.3,0.85,G12,domestic,658.7015706806284,CIL_pithead_FY2022-23+levies+freight,1.8251961821989533,2.025196182198953,Unallocated,,2.025196182198953,modelled
59.0,Sagardighi TPP,2.0,WBPDC,State,16.0,3797.0,"(3500, 4000)",Coal,300.0,0.95,76.8,2501.3,34.4,10.6,2018.8,1.92,G12,domestic,662.6915986304979,CIL_pithead_FY2022-23+levies+freight,1.6575904956544645,1.8575904956544644,ER,1.7911,1.7911,published_ECR
187.0,Singrauli Stps,4.0,NTPC,Centre,40.8,3737.2,"(3500, 4000)",Coal,200.0,1.0,77.0,2630.5,32.7,9.1,1348.5,1.35,G12,domestic,673.2955153590925,CIL_pithead_FY2022-23+levies+freight,1.7711038531520928,1.9711038531520928,Unallocated,1.67,1.67,published_ECR
385.0,Neyveli New TPP,1.0,NLC,Centre,4.6,2640.0,"(2000, 3000)",Lignite,500.0,1.18,77.4,2798.3,30.7,6.1,3388.9,4.0,G16,lignite,500.0,modelled_anchor,1.39915,1.5991499999999998,SR,2.115,2.115,published_ECR
118.0,Rihand,1.0,NTPC,Centre,36.4,3932.8,"(3500, 4000)",Coal,500.0,0.97,77.5,2564.7,33.5,8.2,3392.8,3.31,G12,domestic,639.8087876322214,CIL_pithead_FY2022-23+levies+freight,1.640917597640358,1.840917597640358,Unallocated,1.754,1.754,published_ECR
26.0,Anapara “C”,1.0,Lanco Anapara Power,Private,12.7,3661.0,"(3500, 4000)",Coal,600.0,0.93,77.6,2454.8,35.0,5.2,4080.8,3.8,G13,domestic,664.881180005463,CIL_pithead_FY2022-23+levies+freight,1.6321503206774106,1.8321503206774103,NR,2.61,2.61,published_ECR
166.0,Vindh_Chal Stps,4.0,NTPC,Centre,34.6,3684.3,"(3500, 4000)",Coal,210.0,0.99,77.6,2618.6,32.8,8.5,1428.1,1.42,G13,domestic,660.6763835735418,CIL_pithead_FY2022-23+levies+freight,1.7300471780256763,1.9300471780256765,Unallocated,1.633,1.633,published_ECR
78.0,Emco GMR Warora TPP,1.0,Emco Energy (GMR),Private,11.5,3665.6,"(3500, 4000)",Coal,300.0,0.96,77.7,2531.6,34.0,7.4,2042.8,1.96,G13,domestic,664.0468136185073,CIL_pithead_FY2022-23+levies+freight,1.6811009133566128,1.8811009133566128,Unallocated,,1.8811009133566128,modelled
58.0,Sagardighi TPP,1.0,WBPDC,State,16.6,3797.0,"(3500, 4000)",Coal,300.0,0.95,78.1,2501.3,34.4,10.6,2052.9,1.95,G12,domestic,662.6915986304979,CIL_pithead_FY2022-23+levies+freight,1.6575904956544645,1.8575904956544644,ER,1.7911,1.7911,published_ECR
193.0,Torr Power(Sabarmati),3.0,Torr Power,Private,45.8,4631.7,"(4500, 5000)",Coal,120.0,1.0,78.1,2674.1,32.2,8.6,821.0,0.82,G9,domestic,608.523868126174,CIL_pithead_FY2022-23+levies+freight,1.627253675756202,1.827253675756202,WR,,1.827253675756202,modelled
221.0,Mettur,1.0,TNEB,State,37.6,3063.0,"(3000, 3500)",Coal,210.0,1.03,78.1,2704.7,31.8,8.6,1437.3,1.48,G15,domestic,706.4968984655567,CIL_pithead_FY2022-23+levies+freight,1.9108621612797911,2.110862161279792,SR,4.996,4.996,published_ECR
156.0,Satpura,10.0,MPGPCL,State,11.4,3924.0,"(3500, 4000)",Coal,250.0,0.99,78.2,2602.7,33.0,8.2,1713.4,1.69,G12,domestic,641.2436289500511,CIL_pithead_FY2022-23+levies+freight,1.6689647930682976,1.868964793068297,WR,,1.868964793068297,modelled
82.0,Vallur NTPC/Ntecl,2.0,NTPC/Ntecl,Centre,10.9,3159.6,"(3000, 3500)",Coal,500.0,0.96,78.3,2530.3,34.0,4.9,3428.0,3.3,G14,domestic,744.4043549816432,CIL_pithead_FY2022-23+levies+freight,1.883566339410052,2.083566339410052,Unallocated,3.478,3.478,published_ECR
95.0,Rihand,6.0,NTPC,Centre,10.8,3980.6,"(3500, 4000)",Coal,500.0,0.97,78.3,2544.5,33.8,5.2,3429.1,3.31,G12,domestic,632.1258101793701,CIL_pithead_FY2022-23+levies+freight,1.6084441240014071,1.8084441240014075,Unallocated,1.754,1.754,published_ECR
57.0,Vindh_Chal Stps,10.0,NTPC,Centre,17.4,3707.1,"(3500, 4000)",Coal,500.0,0.95,78.4,2500.8,34.4,5.6,3433.4,3.26,G12,domestic,678.7623749022148,CIL_pithead_FY2022-23+levies+freight,1.6974489471554588,1.8974489471554588,Unallocated,1.633,1.633,published_ECR
128.0,Singrauli Stps,6.0,NTPC,Centre,37.6,3775.5,"(3500, 4000)",Coal,500.0,0.98,78.4,2577.8,33.4,6.7,3433.5,3.36,G12,domestic,666.4653688253213,CIL_pithead_FY2022-23+levies+freight,1.7180144277579137,1.9180144277579132,Unallocated,1.67,1.67,published_ECR
195.0,Santaldih,6.0,WBPDC,State,13.1,3402.2,"(3000, 3500)",Coal,250.0,1.01,78.4,2649.8,32.4,8.1,1717.7,1.73,G13,domestic,715.457645053201,CIL_pithead_FY2022-23+levies+freight,1.895819667861972,2.095819667861972,ER,1.9497,1.9497,published_ECR
9.0,K_Gudem New,4.0,TSGENCO,State,13.1,3774.0,"(3500, 4000)",Coal,500.0,0.91,78.8,2404.0,35.8,5.2,3452.2,3.15,G12,domestic,666.7302596714362,CIL_pithead_FY2022-23+levies+freight,1.6028195442501327,1.802819544250133,SR,,1.802819544250133,modelled
13.0,Korba Stps,7.0,NTPC,Centre,13.6,3374.0,"(3000, 3500)",Coal,500.0,0.92,78.9,2427.7,35.4,5.2,3455.1,3.18,G14,domestic,697.1013633669236,CIL_pithead_FY2022-23+levies+freight,1.6923529798458803,1.89235297984588,Unallocated,1.612,1.612,published_ECR
262.0,Jojbera,3.0,TATA Power,Private,22.9,3797.0,"(3500, 4000)",Coal,120.0,1.05,78.9,2770.4,31.0,8.6,829.0,0.87,G12,domestic,662.6915986304979,CIL_pithead_FY2022-23+levies+freight,1.8359208048459317,2.035920804845932,Unallocated,,2.035920804845932,modelled
29.0,Kakatiya TPP (Stage-II),2.0,TSGENCO,State,8.6,3992.0,"(3500, 4000)",Coal,600.0,0.94,79.3,2462.7,34.9,5.4,4166.0,3.9,G12,domestic,630.3206412825652,CIL_pithead_FY2022-23+levies+freight,1.5522906432865733,1.7522906432865732,SR,,1.7522906432865732,modelled
70.0,Vindh_Chal Stps,8.0,NTPC,Centre,24.4,3705.2,"(3500, 4000)",Coal,500.0,0.95,79.3,2511.9,34.2,6.1,3473.6,3.31,G12,domestic,679.1104393824896,CIL_pithead_FY2022-23+levies+freight,1.7058575126848758,1.905857512684876,Unallocated,1.633,1.633,published_ECR
73.0,Talcher Stps,6.0,NTPC,Centre,19.5,3361.8,"(3000, 3500)",Coal,500.0,0.96,79.4,2520.0,34.1,5.5,3479.2,3.32,G14,domestic,699.6311499791777,CIL_pithead_FY2022-23+levies+freight,1.7630704979475278,1.963070497947528,Unallocated,1.987,1.987,published_ECR
108.0,Amaravati TPP,2.0,India Bulls,Private,10.5,3654.2,"(3500, 4000)",Coal,270.0,0.97,79.6,2556.4,33.6,7.7,1882.0,1.83,G13,domestic,666.1184390564282,CIL_pithead_FY2022-23+levies+freight,1.7028651776038533,1.9028651776038528,Unallocated,2.452,2.452,published_ECR
28.0,Singareni TPP,2.0,Singareni Collieries,State,7.7,3997.0,"(3500, 4000)",Coal,600.0,0.93,79.7,2458.2,35.0,5.9,4187.0,3.91,G12,domestic,629.532149111834,CIL_pithead_FY2022-23+levies+freight,1.5475159289467102,1.7475159289467102,SR,,1.7475159289467102,modelled
308.0,Bakreswar,3.0,WBPDC,State,23.4,4253.0,"(4000, 4500)",Coal,210.0,1.08,79.7,2849.8,30.2,8.5,1467.0,1.59,G11,domestic,610.9452151422527,CIL_pithead_FY2022-23+levies+freight,1.7410716741123915,1.941071674112392,ER,1.829,1.829,published_ECR
174.0,Nabi Nagar TPP (Brbcl),4.0,NTPC JV,Centre,2.7,3435.0,"(3000, 3500)",Coal,250.0,1.0,80.3,2626.3,32.7,7.7,1758.6,1.75,G13,domestic,708.6259097525473,CIL_pithead_FY2022-23+levies+freight,1.861064226783115,2.061064226783115,Unallocated,2.75,2.75,published_ECR
56.0,Kahalgaon,7.0,NTPC,Centre,15.1,3494.5,"(3000, 3500)",Coal,500.0,0.95,80.4,2509.1,34.3,5.4,3522.5,3.34,G13,domestic,696.5603090570897,CIL_pithead_FY2022-23+levies+freight,1.7477394714551435,1.947739471455144,Unallocated,3.614,3.614,published_ECR
125.0,Mejia Tps Ext,1.0,DVC,Centre,13.9,3603.2,"(3500, 4000)",Coal,500.0,0.98,80.5,2592.6,33.2,5.4,3526.3,3.45,G13,domestic,675.5467362344583,CIL_pithead_FY2022-23+levies+freight,1.7514224683614563,1.9514224683614565,ER,3.649,3.649,published_ECR
88.0,Talcher Stps,5.0,NTPC,Centre,20.2,3377.6,"(3000, 3500)",Coal,500.0,0.96,80.8,2540.7,33.8,5.6,3538.1,3.41,G14,domestic,696.3583609663667,CIL_pithead_FY2022-23+levies+freight,1.7692376877072478,1.969237687707248,Unallocated,1.987,1.987,published_ECR
137.0,Korba Stps,1.0,NTPC,Centre,41.4,3439.0,"(3000, 3500)",Coal,200.0,0.98,80.8,2581.6,33.3,8.6,1416.4,1.39,G13,domestic,707.8016865367839,CIL_pithead_FY2022-23+levies+freight,1.8272608339633611,2.027260833963361,Unallocated,1.612,1.612,published_ECR
74.0,Derang,1.0,JIPL,Private,10.2,3379.7,"(3000, 3500)",Coal,600.0,0.96,80.9,2523.1,34.1,5.6,4254.6,4.07,G14,domestic,695.9256738763796,CIL_pithead_FY2022-23+levies+freight,1.7558900677574931,1.9558900677574933,Unallocated,1.12,1.12,published_ECR
170.0,Korba-V(Dspm Tps),8.0,CSEB,State,16.7,3379.0,"(3000, 3500)",Coal,250.0,0.99,81.0,2620.6,32.8,7.9,1774.4,1.77,G14,domestic,696.0698431488606,CIL_pithead_FY2022-23+levies+freight,1.824120630955904,2.024120630955904,WR,1.612,1.612,published_ECR
194.0,Singrauli Stps,5.0,NTPC,Centre,40.4,3763.0,"(3500, 4000)",Coal,200.0,1.0,81.0,2645.9,32.5,9.0,1419.7,1.43,G12,domestic,668.679245283019,CIL_pithead_FY2022-23+levies+freight,1.76925841509434,1.96925841509434,Unallocated,1.67,1.67,published_ECR
100.0,Durgapur Steel Tps,2.0,DVC,Centre,12.4,3758.0,"(3500, 4000)",Coal,500.0,0.97,81.3,2567.4,33.5,5.2,3559.7,3.44,G12,domestic,669.5689196381055,CIL_pithead_FY2022-23+levies+freight,1.719051244278872,1.919051244278872,ER,3.793,3.793,published_ECR
62.0,Budge Budge,3.0,CESC,Private,15.1,3761.0,"(3500, 4000)",Coal,250.0,0.95,81.4,2502.6,34.4,7.9,1783.4,1.69,G12,domestic,669.0348311619251,CIL_pithead_FY2022-23+levies+freight,1.6743265684658335,1.8743265684658337,ER,1.96,1.96,published_ECR
84.0,Dhariwal Inf TPP,2.0,Dhariwal Infra Private Ltd,Private,10.0,3384.0,"(3000, 3500)",Coal,300.0,0.96,81.4,2538.0,33.9,7.7,2140.2,2.06,G14,domestic,695.0413711583924,CIL_pithead_FY2022-23+levies+freight,1.764015,1.964015,Unallocated,,1.964015,modelled
175.0,Nabi Nagar TPP (Brbcl),1.0,NTPC JV,Centre,8.4,3435.0,"(3000, 3500)",Coal,250.0,1.0,81.4,2626.3,32.7,7.7,1783.4,1.78,G13,domestic,708.6259097525473,CIL_pithead_FY2022-23+levies+freight,1.861064226783115,2.061064226783115,Unallocated,2.75,2.75,published_ECR
198.0,Koderma,1.0,DVC,Centre,13.0,4007.1,"(4000, 4500)",Coal,500.0,1.01,81.4,2674.0,32.2,5.2,3565.0,3.59,G11,domestic,648.4365251678272,CIL_pithead_FY2022-23+levies+freight,1.73391926829877,1.9339192682987696,ER,3.54,3.54,published_ECR
42.0,Maithon Rb TPP,2.0,DVC-TATA JV,Private,12.0,4074.0,"(4000, 4500)",Coal,525.0,0.94,81.7,2486.1,34.6,5.6,3756.8,3.54,G11,domestic,637.7884143348062,CIL_pithead_FY2022-23+levies+freight,1.5856057768777618,1.7856057768777618,ER,2.74,2.74,published_ECR
143.0,Bokaro A ‘’Exp’’,1.0,DVC,Centre,8.4,4212.3,"(4000, 4500)",Coal,500.0,0.98,81.7,2593.9,33.1,5.8,3577.2,3.51,G11,domestic,616.8482776630345,CIL_pithead_FY2022-23+levies+freight,1.6000427474301453,1.8000427474301453,ER,2.771,2.771,published_ECR
165.0,Torr Power(Sabarmati),5.0,Torr Power,Private,35.9,4661.5,"(4500, 5000)",Coal,121.0,0.99,81.7,2626.8,32.7,8.4,866.0,0.86,G9,domestic,604.6337015981981,CIL_pithead_FY2022-23+levies+freight,1.5882518073581469,1.7882518073581468,WR,,1.7882518073581468,modelled
181.0,Vindh_Chal Stps,5.0,NTPC,Centre,34.4,3703.0,"(3500, 4000)",Coal,210.0,1.0,81.7,2628.4,32.7,8.5,1502.1,1.5,G12,domestic,679.5139076424522,CIL_pithead_FY2022-23+levies+freight,1.7860343548474211,1.9860343548474213,Unallocated,1.633,1.633,published_ECR
64.0,Vindh_Chal Stps,9.0,NTPC,Centre,18.0,3691.8,"(3500, 4000)",Coal,500.0,0.95,81.9,2503.7,34.3,5.5,3585.8,3.41,G13,domestic,659.334200119183,CIL_pithead_FY2022-23+levies+freight,1.6507750368383989,1.8507750368383984,Unallocated,1.633,1.633,published_ECR
149.0,Kota,6.0,RRVUNL,State,21.0,3409.2,"(3000, 3500)",Coal,195.0,0.98,81.9,2592.4,33.2,10.8,1398.3,1.38,G13,domestic,713.9886190308578,CIL_pithead_FY2022-23+levies+freight,1.850944095975596,2.050944095975596,NR,3.39,3.39,published_ECR
116.0,Anpara,5.0,UPRVUNL,State,29.8,3611.0,"(3500, 4000)",Coal,500.0,0.97,82.2,2565.2,33.5,8.0,3601.8,3.51,G13,domestic,674.087510384935,CIL_pithead_FY2022-23+levies+freight,1.729169281639435,1.929169281639435,NR,1.941,1.941,published_ECR
192.0,Muzaffarpur Exp,3.0,JV NTPC & BSEB,Centre,9.4,3601.5,"(3500, 4000)",Coal,195.0,1.0,82.3,2641.2,32.6,9.6,1406.3,1.41,G13,domestic,675.8656115507428,CIL_pithead_FY2022-23+levies+freight,1.7850962532278216,1.9850962532278216,ER,2.92,2.92,published_ECR
47.0,Korba Stps,6.0,NTPC,Centre,35.5,3394.0,"(3000, 3500)",Coal,500.0,0.95,82.4,2492.2,34.5,5.5,3609.2,3.41,G14,domestic,692.9935179728933,CIL_pithead_FY2022-23+levies+freight,1.7270784454920445,1.9270784454920444,Unallocated,1.612,1.612,published_ECR
139.0,Bhilai TPP,1.0,NTPC/Sail,Centre,16.3,3281.1,"(3000, 3500)",Coal,250.0,0.98,82.7,2583.2,33.3,8.6,1810.6,1.78,G14,domestic,716.8388650147816,CIL_pithead_FY2022-23+levies+freight,1.851738156106184,2.051738156106184,Unallocated,,2.051738156106184,modelled
427.0,Neyveli Fst Ext,1.0,NLC,Centre,21.8,2653.0,"(2000, 3000)",Lignite,210.0,1.25,82.7,2975.9,28.9,9.0,1521.3,1.91,G16,lignite,500.0,modelled_anchor,1.48795,1.68795,SR,,1.68795,modelled
182.0,Torr Power(Sabarmati),4.0,Torr Power,Private,39.6,4650.9,"(4500, 5000)",Coal,121.0,1.0,82.9,2650.9,32.4,8.0,879.0,0.88,G9,domestic,606.011739663291,CIL_pithead_FY2022-23+levies+freight,1.6064765206734182,1.806476520673418,WR,,1.806476520673418,modelled
124.0,Sanjay Gandhi,5.0,MPGPCL,State,15.9,3828.0,"(3500, 4000)",Coal,500.0,0.98,84.2,2572.9,33.4,6.1,3689.9,3.6,G12,domestic,657.3249738766981,CIL_pithead_FY2022-23+levies+freight,1.6912314252873566,1.8912314252873563,WR,,1.8912314252873563,modelled
1.0,Torangallu Imp,1.0,JSW Energy,Private,25.2,5251.3,"(5000, 6000)",Coal,130.0,0.74,84.4,2060.6,41.7,7.3,961.2,0.71,G7,imported,1700.0,modelled_anchor,3.50302,3.70302,Unallocated,,3.70302,modelled
184.0,Vindh_Chal Stps,2.0,NTPC,Centre,36.0,3700.0,"(3500, 4000)",Coal,210.0,1.0,84.4,2629.3,32.7,8.5,1553.1,1.55,G13,domestic,657.872972972973,CIL_pithead_FY2022-23+levies+freight,1.729745407837838,1.929745407837838,Unallocated,1.633,1.633,published_ECR
215.0,Korba-West Ext,5.0,CSEB,State,11.4,3640.0,"(3500, 4000)",Coal,500.0,1.02,84.8,2687.6,32.0,5.1,3715.0,3.79,G13,domestic,668.717032967033,CIL_pithead_FY2022-23+levies+freight,1.7972438978021978,1.9972438978021976,WR,1.508,1.508,published_ECR
49.0,Vindh_Chal Stps,13.0,NTPC,Centre,9.0,3693.2,"(3500, 4000)",Coal,500.0,0.95,85.1,2493.4,34.5,6.4,3727.0,3.53,G13,domestic,659.0842629697823,CIL_pithead_FY2022-23+levies+freight,1.6433607012888554,1.8433607012888555,Unallocated,1.633,1.633,published_ECR
134.0,Sagardighi TPP,4.0,WBPDC,State,7.6,3826.0,"(3500, 4000)",Coal,500.0,0.98,85.1,2580.6,33.3,5.5,3727.9,3.65,G12,domestic,657.6685833768951,CIL_pithead_FY2022-23+levies+freight,1.6971795462624153,1.8971795462624157,ER,1.7911,1.7911,published_ECR
127.0,Singrauli Stps,7.0,NTPC,Centre,36.7,3771.2,"(3500, 4000)",Coal,500.0,0.98,85.4,2577.0,33.4,6.8,3742.4,3.66,G12,domestic,667.225286380993,CIL_pithead_FY2022-23+levies+freight,1.719439563003819,1.919439563003819,Unallocated,1.67,1.67,published_ECR
122.0,Talcher Stps,1.0,NTPC,Centre,29.5,3365.2,"(3000, 3500)",Coal,500.0,0.98,85.9,2574.1,33.4,7.4,3762.8,3.67,G14,domestic,698.9242838464282,CIL_pithead_FY2022-23+levies+freight,1.7991009990490907,1.9991009990490909,Unallocated,1.987,1.987,published_ECR
22.0,Singareni TPP,,Singareni Collieries,State,8.4,4002.0,"(4000, 4500)",Coal,600.0,0.93,86.6,2446.5,35.1,6.2,4554.0,4.23,G11,domestic,649.2628685657172,CIL_pithead_FY2022-23+levies+freight,1.5884216079460272,1.7884216079460271,SR,,1.7884216079460271,modelled
30.0,Sipat Stps,2.0,NTPC,Centre,15.6,3474.3,"(3000, 3500)",Coal,500.0,0.94,86.6,2475.0,34.7,6.1,3792.6,3.55,G13,domestic,700.6101948593961,CIL_pithead_FY2022-23+levies+freight,1.7340102322770052,1.9340102322770047,Unallocated,1.568,1.568,published_ECR
94.0,Talcher Stps,3.0,NTPC,Centre,21.6,3369.8,"(3000, 3500)",Coal,500.0,0.97,86.8,2548.4,33.7,6.2,3803.3,3.67,G14,domestic,697.9702059469404,CIL_pithead_FY2022-23+levies+freight,1.778707272835183,1.9787072728351829,Unallocated,1.987,1.987,published_ECR
133.0,Sagardighi TPP,3.0,WBPDC,State,8.6,3826.0,"(3500, 4000)",Coal,500.0,0.98,87.0,2580.2,33.3,5.5,3812.0,3.73,G12,domestic,657.6685833768951,CIL_pithead_FY2022-23+levies+freight,1.6969164788290647,1.896916478829065,ER,1.7911,1.7911,published_ECR
77.0,Vindh_Chal Stps,7.0,NTPC,Centre,25.4,3695.5,"(3500, 4000)",Coal,500.0,0.96,87.4,2527.0,34.0,6.3,3829.6,3.67,G13,domestic,658.6740630496549,CIL_pithead_FY2022-23+levies+freight,1.664469357326478,1.864469357326478,Unallocated,1.633,1.633,published_ECR
21.0,Anpara,7.0,UPRVUNL,State,8.4,3590.0,"(3500, 4000)",Coal,500.0,0.93,87.7,2446.3,35.1,5.5,3841.1,3.57,G13,domestic,678.0306406685237,CIL_pithead_FY2022-23+levies+freight,1.6586663562674095,1.8586663562674093,NR,1.941,1.941,published_ECR
189.0,Singrauli Stps,3.0,NTPC,Centre,41.4,3761.2,"(3500, 4000)",Coal,200.0,1.0,88.2,2634.2,32.6,9.1,1544.5,1.54,G12,domestic,668.9992555567374,CIL_pithead_FY2022-23+levies+freight,1.7622778389875575,1.9622778389875573,Unallocated,1.67,1.67,published_ECR
154.0,Satpura,11.0,MPGPCL,State,10.6,3924.0,"(3500, 4000)",Coal,250.0,0.99,88.3,2601.7,33.0,8.0,1933.8,1.91,G12,domestic,641.2436289500511,CIL_pithead_FY2022-23+levies+freight,1.6683235494393478,1.868323549439348,WR,,1.868323549439348,modelled
164.0,Bakreswar,4.0,WBPDC,State,16.6,4253.0,"(4000, 4500)",Coal,210.0,0.99,88.3,2612.0,32.9,8.5,1625.0,1.61,G11,domestic,610.9452151422527,CIL_pithead_FY2022-23+levies+freight,1.595788901951564,1.795788901951564,ER,1.829,1.829,published_ECR
38.0,Korba Stps,4.0,NTPC,Centre,37.2,3400.0,"(3000, 3500)",Coal,500.0,0.94,88.6,2481.5,34.7,5.8,3881.0,3.65,G14,domestic,691.7705882352941,CIL_pithead_FY2022-23+levies+freight,1.7166287147058823,1.9166287147058825,Unallocated,1.612,1.612,published_ECR
220.0,Bakreswar,1.0,WBPDC,State,25.1,4253.0,"(4000, 4500)",Coal,210.0,1.03,88.7,2702.4,31.8,8.5,1632.0,1.67,G11,domestic,610.9452151422527,CIL_pithead_FY2022-23+levies+freight,1.6510183494004238,1.851018349400424,ER,1.829,1.829,published_ECR
19.0,Anpara,6.0,UPRVUNL,State,9.2,3590.0,"(3500, 4000)",Coal,500.0,0.93,89.3,2445.2,35.2,5.6,3909.6,3.63,G13,domestic,678.0306406685237,CIL_pithead_FY2022-23+levies+freight,1.657920522562674,1.857920522562674,NR,1.941,1.941,published_ECR
115.0,Korba Stps,3.0,NTPC,Centre,40.4,3405.0,"(3000, 3500)",Coal,200.0,0.97,89.4,2566.3,33.5,8.3,1567.0,1.53,G13,domestic,714.8693098384729,CIL_pithead_FY2022-23+levies+freight,1.834569109838473,2.0345691098384733,Unallocated,1.612,1.612,published_ECR
