name,unit_no,sector,coal_source,coal_grade,pithead,base_rs_t,freight_rs_t,recon_ecr,real_ecr,vc_final,vc_source
Melamaruthur (Muthiara),1.0,Private,imported,G11,False,1698.3500000000001,,5.66863,,5.66863,modelled_anchor
Barauni,3.0,State,domestic,G13,False,1534.13,2190.0,2.8807404801262733,,2.8807404801262733,reconstructed_landed
Durgapur,2.0,Centre,domestic,G15,False,1264.0,2190.0,5.117510017452007,3.927,3.927,real_ISGS_ECR
Ghtp (Leh.Moh.),2.0,State,domestic,G11,False,1698.3500000000001,2190.0,3.4482094234427016,,3.4482094234427016,reconstructed_landed
Mundra TPP,2.0,Private,imported,G11,False,1698.3500000000001,,4.24658,,4.24658,modelled_anchor
Itpcl TPP,2.0,Private,imported,G12,False,1616.2400000000002,,4.69572,,4.69572,modelled_anchor
Raichur,1.0,State,domestic,G14,False,1452.02,2190.0,3.3115566486150017,,3.3115566486150017,reconstructed_landed
Udupi TPP,2.0,Private,imported,G8,False,2305.25,,4.58828,,4.58828,modelled_anchor
Mundra TPP,1.0,Private,imported,G11,False,1698.3500000000001,,4.24522,,4.24522,modelled_anchor
Udupi TPP,1.0,Private,imported,G8,False,2305.25,,4.5969500000000005,,4.5969500000000005,modelled_anchor
Binjkote,1.0,Private,domestic,G14,False,1452.02,2190.0,3.4389173816817755,,3.4389173816817755,reconstructed_landed
Salaya TPP,1.0,Private,imported,G7,False,2853.84,,4.54561,,4.54561,modelled_anchor
Niwari TPP,1.0,Private,domestic,G16,False,1233.06,2190.0,4.40738265,,4.40738265,reconstructed_landed
Mundra TPP,3.0,Private,imported,G11,False,1698.3500000000001,,4.51161,,4.51161,modelled_anchor
Torangallu Ext,2.0,Private,imported,G7,False,2853.84,,4.41267,,4.41267,modelled_anchor
Mundra TPP,4.0,Private,imported,G11,False,1698.3500000000001,,4.52249,,4.52249,modelled_anchor
Tuticorin JV Stage- IV,1.0,Private,domestic,G9,False,1918.5000000000002,2190.0,2.3849214087330592,,2.3849214087330592,reconstructed_landed
Uchpinda TPP,4.0,Private,domestic,G15,False,1264.0,2190.0,3.1771984888304865,,3.1771984888304865,reconstructed_landed
Bhavnagar TPP,2.0,State,lignite,G16,True,1233.06,,1.99825,,1.99825,modelled_anchor
Salaya TPP,2.0,Private,imported,G8,False,2305.25,,4.625,,4.625,modelled_anchor
Chhabra Tps,4.0,State,domestic,G13,False,1534.13,2190.0,3.0390408616823983,,3.0390408616823983,reconstructed_landed
JSW Ratnagiri TPP,1.0,Private,imported,G7,False,2853.84,,4.5774,,4.5774,modelled_anchor
Wanakbori,4.0,State,domestic,G12,False,1616.2400000000002,2190.0,3.1206287805006454,,3.1206287805006454,reconstructed_landed
Khamberkhera Ipp,2.0,Private,domestic,G13,False,1534.13,2190.0,3.5427694802631584,,3.5427694802631584,reconstructed_landed
Raichur,2.0,State,domestic,G14,False,1452.02,2190.0,3.388812750446087,,3.388812750446087,reconstructed_landed
Bhavnagar TPP,1.0,State,lignite,G16,True,1233.06,,1.9815999999999998,,1.9815999999999998,modelled_anchor
Sikka Extn,4.0,State,imported,G8,False,2305.25,,5.12259,,5.12259,modelled_anchor
Neyveli Tps Exp -Ii,2.0,Centre,lignite,G16,True,1233.06,,1.64725,2.562,2.562,real_ISGS_ECR
Kota,3.0,State,domestic,G13,False,1534.13,2190.0,3.03959212069857,,3.03959212069857,reconstructed_landed
Balco TPP,2.0,Private,domestic,G13,False,1534.13,2190.0,3.0632317283251713,,3.0632317283251713,reconstructed_landed
ITPCL TPP,1.0,Private,imported,G11,False,1698.3500000000001,,4.58063,,4.58063,modelled_anchor
D.P.L.,7.0,State,domestic,G12,False,1616.2400000000002,2190.0,2.95855852892562,,2.95855852892562,reconstructed_landed
"Iepl ,Bela TPP",1.0,Private,domestic,G13,False,1534.13,2190.0,2.8692070915235153,,2.8692070915235153,reconstructed_landed
Akrimota Lig,1.0,State,lignite,G14,True,1452.02,,1.9145500000000002,,1.9145500000000002,modelled_anchor
Akrimota Lig,2.0,State,lignite,G14,True,1452.02,,1.9703,,1.9703,modelled_anchor
Suratgarh,1.0,State,domestic,G14,False,1452.02,2190.0,3.0707217311024797,,3.0707217311024797,reconstructed_landed
Kundarki TPP,2.0,Private,domestic,G13,False,1534.13,2190.0,3.534196648633094,,3.534196648633094,reconstructed_landed
Mahan TPP,1.0,Private,domestic,G13,False,1534.13,1280.0,2.280551666252725,,2.280551666252725,reconstructed_landed
Utraula TPP,1.0,Private,domestic,G13,False,1534.13,2190.0,3.587173710955711,,3.587173710955711,reconstructed_landed
Maqsoodpur Ipp,1.0,Private,domestic,G13,False,1534.13,2190.0,3.4891508855047944,,3.4891508855047944,reconstructed_landed
Chandrapur_Coal,7.0,State,domestic,G15,False,1264.0,1280.0,2.7120209959623147,,2.7120209959623147,reconstructed_landed
Suratgarh,3.0,State,domestic,G14,False,1452.02,2190.0,3.205352622399021,,3.205352622399021,reconstructed_landed
Barkhera TPP,2.0,Private,domestic,G13,False,1534.13,2190.0,3.593040735251381,,3.593040735251381,reconstructed_landed
Bhusawal,3.0,State,domestic,G13,False,1534.13,2190.0,4.741413468043236,,4.741413468043236,reconstructed_landed
Utraula TPP,2.0,Private,domestic,G13,False,1534.13,2190.0,3.587173710955711,,3.587173710955711,reconstructed_landed
Wanakbori,1.0,State,domestic,G13,False,1534.13,2190.0,3.4413509533192723,,3.4413509533192723,reconstructed_landed
Barkhera TPP,1.0,Private,domestic,G13,False,1534.13,2190.0,3.593148963382738,,3.593148963382738,reconstructed_landed
Obra-A,13.0,State,domestic,G13,False,1534.13,2190.0,3.2731329250728862,,3.2731329250728862,reconstructed_landed
Khamberkhera Ipp,1.0,Private,domestic,G13,False,1534.13,2190.0,3.5427694802631584,,3.5427694802631584,reconstructed_landed
Mahan TPP,2.0,Private,domestic,G13,False,1534.13,1280.0,2.2684719513003153,,2.2684719513003153,reconstructed_landed
Kutch Lignite,4.0,State,lignite,G17,True,1093.83,,2.4682500000000003,,2.4682500000000003,modelled_anchor
Maqsoodpur Ipp,2.0,Private,domestic,G13,False,1534.13,2190.0,3.4947171260575303,,3.4947171260575303,reconstructed_landed
Sikka Extn,3.0,State,imported,G8,False,2305.25,,4.99254,,4.99254,modelled_anchor
Nawapara,2.0,Private,domestic,G15,False,1264.0,2190.0,3.35699651500484,,3.35699651500484,reconstructed_landed
Ropar,5.0,State,domestic,G12,False,1616.2400000000002,2190.0,3.2617177762838088,,3.2617177762838088,reconstructed_landed
Wanakbori,2.0,State,domestic,G13,False,1534.13,2190.0,3.327130727696314,,3.327130727696314,reconstructed_landed
Binjkote,2.0,Private,domestic,G14,False,1452.02,2190.0,3.1718072957233843,,3.1718072957233843,reconstructed_landed
Nashik,3.0,State,domestic,G16,False,1233.06,2190.0,3.9277864426934097,,3.9277864426934097,reconstructed_landed
North Chennai Extension,1.0,State,domestic,G15,False,1264.0,2190.0,3.3042944475057534,,3.3042944475057534,reconstructed_landed
Melamaruthur (Muthiara),2.0,Private,imported,G12,False,1616.2400000000002,,5.00172,,5.00172,modelled_anchor
Goindwal Sahib TPP,2.0,Private,domestic,G12,False,1616.2400000000002,2190.0,3.175604364339628,,3.175604364339628,reconstructed_landed
Ukai_Coal,3.0,State,domestic,G13,False,1534.13,2190.0,3.155017662684869,,3.155017662684869,reconstructed_landed
Nashik,5.0,State,domestic,G16,False,1233.06,2190.0,3.9894025735714282,,3.9894025735714282,reconstructed_landed
Raichur,7.0,State,domestic,G15,False,1264.0,2190.0,3.244479819325698,,3.244479819325698,reconstructed_landed
Rayal Seema,2.0,State,domestic,G14,False,1452.02,2190.0,3.4455084410129713,,3.4455084410129713,reconstructed_landed
Suratgarh,2.0,State,domestic,G14,False,1452.02,2190.0,3.1992128812938665,,3.1992128812938665,reconstructed_landed
Kasaipalli,1.0,Private,domestic,G16,False,1233.06,2190.0,4.084299793416573,,4.084299793416573,reconstructed_landed
Nashik,4.0,State,domestic,G15,False,1264.0,2190.0,3.913930964109782,,3.913930964109782,reconstructed_landed
Goindwal Sahib TPP,1.0,Private,domestic,G12,False,1616.2400000000002,2190.0,3.0610971575922,,3.0610971575922,reconstructed_landed
H_Ganj B,9.0,State,domestic,G13,False,1534.13,2190.0,3.0830516956646568,,3.0830516956646568,reconstructed_landed
Raichur,6.0,State,domestic,G14,False,1452.02,2190.0,3.4055689686386543,,3.4055689686386543,reconstructed_landed
Marwa TPP,2.0,State,domestic,G13,False,1534.13,2190.0,3.161623110887097,,3.161623110887097,reconstructed_landed
Kundarki TPP,1.0,Private,domestic,G13,False,1534.13,2190.0,3.534196648633094,,3.534196648633094,reconstructed_landed
Bellary Tps,2.0,State,domestic,G13,False,1534.13,2190.0,3.2386182873228715,,3.2386182873228715,reconstructed_landed
R_Gundem - B,1.0,State,domestic,G13,True,1534.13,360.0,1.7579261713973797,,1.7579261713973797,reconstructed_landed
Kasaipalli,2.0,Private,domestic,G16,False,1233.06,2190.0,4.0612462678774115,,4.0612462678774115,reconstructed_landed
Raghunathpur TPP Ph-I,1.0,Centre,domestic,G13,False,1534.13,2190.0,2.7467579220067915,3.067,3.067,real_ISGS_ECR
Ropar,3.0,State,domestic,G12,False,1616.2400000000002,2190.0,3.2617177762838088,,3.2617177762838088,reconstructed_landed
Unchahar,1.0,Centre,domestic,G12,False,1616.2400000000002,2190.0,3.040149252976504,3.0225,3.0225,real_ISGS_ECR
Wardha Warora (Sai Wardha Power),1.0,Private,domestic,G12,False,1616.2400000000002,2190.0,2.979963309794621,,2.979963309794621,reconstructed_landed
R_Gundem Stps,2.0,Centre,domestic,G13,True,1534.13,360.0,1.5754758540442837,2.365,2.365,real_ISGS_ECR
Ukai_Coal,5.0,State,domestic,G13,False,1534.13,2190.0,3.2818902552831783,,3.2818902552831783,reconstructed_landed
Ropar,4.0,State,domestic,G12,False,1616.2400000000002,2190.0,3.261816194859596,,3.261816194859596,reconstructed_landed
Uchpinda TPP,2.0,Private,domestic,G15,False,1264.0,2190.0,3.1739078843626807,,3.1739078843626807,reconstructed_landed
Parli,8.0,State,domestic,G14,False,1452.02,2190.0,3.3676934851301117,,3.3676934851301117,reconstructed_landed
Raichur,5.0,State,domestic,G14,False,1452.02,2190.0,3.389630802484949,,3.389630802484949,reconstructed_landed
Bellary Tps,1.0,State,domestic,G13,False,1534.13,2190.0,3.436377795700397,,3.436377795700397,reconstructed_landed
Anpara,4.0,State,domestic,G13,False,1534.13,2190.0,2.80671588562725,,2.80671588562725,reconstructed_landed
Raichur,4.0,State,domestic,G14,False,1452.02,2190.0,3.389512885150479,,3.389512885150479,reconstructed_landed
Neyveli St Ii,2.0,Centre,lignite,G16,True,1233.06,,1.84125,2.6420000000000003,2.6420000000000003,real_ISGS_ECR
Chandrapur_Coal,5.0,State,domestic,G15,False,1264.0,1280.0,2.6211471518987346,,2.6211471518987346,reconstructed_landed
Wanakbori,3.0,State,domestic,G13,False,1534.13,2190.0,2.938845534100926,,2.938845534100926,reconstructed_landed
K_Kheda Ii,1.0,State,domestic,G14,False,1452.02,2190.0,3.903393902734664,,3.903393902734664,reconstructed_landed
Raichur,8.0,State,domestic,G15,False,1264.0,2190.0,3.4122624711159437,,3.4122624711159437,reconstructed_landed
Kutch Lignite,3.0,State,lignite,G17,True,1093.83,,2.13795,,2.13795,modelled_anchor
Southern Repl.,2.0,Private,domestic,G9,False,1918.5000000000002,2190.0,2.8243891597177675,,2.8243891597177675,reconstructed_landed
Vizag TPP,2.0,Private,domestic,G15,False,1264.0,2190.0,3.079538671096346,,3.079538671096346,reconstructed_landed
Neyveli Tps Exp -Ii,1.0,Centre,lignite,G16,True,1233.06,,1.6176,2.562,2.562,real_ISGS_ECR
Chandrapur_Coal,4.0,State,domestic,G15,False,1264.0,1280.0,2.5976218117854004,,2.5976218117854004,reconstructed_landed
Bhadradri TPP,3.0,State,domestic,G13,False,1534.13,2190.0,3.0303266356521745,,3.0303266356521745,reconstructed_landed
Ghtp (Leh.Moh.),3.0,State,domestic,G11,False,1698.3500000000001,2190.0,2.975103240882084,,2.975103240882084,reconstructed_landed
Bhadradri TPP,4.0,State,domestic,G13,False,1534.13,2190.0,3.0303266356521745,,3.0303266356521745,reconstructed_landed
Surat Lignite,1.0,Private,lignite,G16,True,1233.06,,1.6757499999999999,,1.6757499999999999,modelled_anchor
K_Kheda Ii,2.0,State,domestic,G13,False,1534.13,2190.0,3.885381564859703,,3.885381564859703,reconstructed_landed
Suratgarh,5.0,State,domestic,G14,False,1452.02,2190.0,3.0678873531013617,,3.0678873531013617,reconstructed_landed
Tamnar TPP,3.0,Private,domestic,G15,False,1264.0,2190.0,2.979890293052804,,2.979890293052804,reconstructed_landed
North Chennai,3.0,State,domestic,G14,False,1452.02,2190.0,3.77253931322208,,3.77253931322208,reconstructed_landed
